gene,logFC,logCPM,F,PValue,FDR,cell_type,scenario,omitted_donor,omitted_group,passes_primary_threshold
FO538757.1,-1.42797864295546,2.4410050939733,17.9639635274617,0.00196030555066079,0.0267571692102293,CD4_NC,Full,,Full,TRUE
MTND1P23,1.61268299365135,1.59053667680249,12.7579888007296,0.00558093083052416,0.0440959850611896,CD4_NC,Full,,Full,TRUE
MTND2P28,-4.65184447599776,7.31281398231508,5.78672037564491,0.0531449243665627,0.158207581160969,CD4_NC,Full,,Full,FALSE
MTCO1P12,-0.188776838528694,5.7604722343663,0.881441465619865,0.371130656492746,0.546122523695387,CD4_NC,Full,,Full,FALSE
MTCO2P12,1.08478617561218,1.58814277465855,2.41605142062309,0.153015085099193,0.304750674705512,CD4_NC,Full,,Full,FALSE
MTATP6P1,0.69583649156454,9.96019505047994,5.99205609254299,0.0356329866055542,0.124258115587792,CD4_NC,Full,,Full,TRUE
MTCO3P12,0.621951288568066,2.21269779403303,1.02067444384443,0.337551714720219,0.512945437067025,CD4_NC,Full,,Full,FALSE
AL669831.1,-0.280786988663043,2.52874805725068,0.655231155417487,0.438185620521672,0.605627079058179,CD4_NC,Full,,Full,FALSE
AL669831.4,-0.19559171065377,2.59419614057228,0.221529433111599,0.648563746262049,0.775266924466112,CD4_NC,Full,,Full,FALSE
LINC01128,-0.471200722006989,3.78804877738687,2.75770134668408,0.129492245782031,0.275052489359248,CD4_NC,Full,,Full,FALSE
LINC00115,0.26242810119662,2.42248750910549,0.484805101266187,0.503032991654075,0.66029286405793,CD4_NC,Full,,Full,FALSE
NOC2L,-0.789993887364181,5.13339534669388,28.788595057031,0.000381030584728065,0.0138861305298662,CD4_NC,Full,,Full,TRUE
KLHL17,0.0592522442855238,2.50003852183505,0.0408654490334038,0.844087158545628,0.908570310675231,CD4_NC,Full,,Full,FALSE
PLEKHN1,0.698658202839322,1.27218269980952,1.8978465347958,0.20015493085199,0.363327212124144,CD4_NC,Full,,Full,FALSE
HES4,1.18540018758649,1.33386056405945,1.8023731374578,0.21168607127322,0.376788084596487,CD4_NC,Full,,Full,FALSE
ISG15,0.453818695455844,7.1596952488923,2.05001078761243,0.184364437543181,0.343447405473393,CD4_NC,Full,,Full,FALSE
C1orf159,0.386948105719894,2.51690565250103,1.24797119736282,0.291543305655361,0.466079487707927,CD4_NC,Full,,Full,FALSE
TNFRSF18,0.32742349919424,3.55355669863736,0.935192666505805,0.35757126749636,0.533044884194573,CD4_NC,Full,,Full,FALSE
TNFRSF4,0.320404800230286,5.36723061961611,3.03997123365666,0.113532008626947,0.253510674618743,CD4_NC,Full,,Full,FALSE
SDF4,0.212294336556594,6.08107198217144,0.964131751131595,0.350562420361835,0.52569799630284,CD4_NC,Full,,Full,FALSE
B3GALT6,-0.277240647144141,3.95417956870103,1.26015039960964,0.289282167339724,0.464028426300259,CD4_NC,Full,,Full,FALSE
UBE2J2,0.190772949215804,5.33864831824479,0.961473232569649,0.351197458750269,0.526384190923988,CD4_NC,Full,,Full,FALSE
ACAP3,0.0316422441069913,3.41364961236761,0.0189131761108978,0.893497154720515,0.941880938901876,CD4_NC,Full,,Full,FALSE
PUSL1,0.73074991995165,3.61927455709431,10.0124901877922,0.0107763011879809,0.0611551493042245,CD4_NC,Full,,Full,TRUE
INTS11,-0.105532043890947,5.53834876770823,0.388130551367251,0.547989689327657,0.694622427507336,CD4_NC,Full,,Full,FALSE
CPTP,-0.539483782139147,4.26430860989021,9.15454854041688,0.0135578882541885,0.0696302277249667,CD4_NC,Full,,Full,TRUE
DVL1,-0.0540664148427539,4.47581557333766,0.0393648441643128,0.846921712104577,0.910251715076922,CD4_NC,Full,,Full,FALSE
MXRA8,1.75146680590502,1.00499315024605,5.74603490465538,0.0389935382542901,0.13133680679944,CD4_NC,Full,,Full,TRUE
AURKAIP1,0.344442330468531,6.52122291229782,5.70679082132909,0.039330665768657,0.131909644630001,CD4_NC,Full,,Full,FALSE
CCNL2,-0.21976332234422,6.87166279857837,2.90870173166761,0.120611361087291,0.263999295907283,CD4_NC,Full,,Full,FALSE
AL391244.1,-0.341178731986129,4.00839959886976,1.76870147041774,0.21468970175519,0.379833313538029,CD4_NC,Full,,Full,FALSE
MRPL20,0.558302965498074,6.93417072187598,7.17455358738476,0.0242049717800581,0.0978577963101611,CD4_NC,Full,,Full,TRUE
ATAD3C,-0.15178741811918,1.46980388560395,0.0719100039020114,0.794337323451939,0.875201661632831,CD4_NC,Full,,Full,FALSE
ATAD3B,0.216819108725829,3.72946402319497,1.16210169319295,0.307727978892292,0.483099601700656,CD4_NC,Full,,Full,FALSE
ATAD3A,-0.532775948640723,3.26172089730592,3.78462928986531,0.0820247021046994,0.205452039332033,CD4_NC,Full,,Full,FALSE
SSU72,0.127826383475698,7.17734324049629,0.583740008758434,0.463456838074374,0.627108674331331,CD4_NC,Full,,Full,FALSE
AL645728.1,1.12324597841566,1.55621794912638,8.00842714788516,0.0188833295845208,0.0846082746426492,CD4_NC,Full,,Full,TRUE
FNDC10,0.179048018274314,1.24442784158567,0.218192619729574,0.650996537845736,0.777160564976191,CD4_NC,Full,,Full,FALSE
AL691432.2,0.341282191554277,2.24549584401637,0.752093331194288,0.407326344583056,0.57984913098167,CD4_NC,Full,,Full,FALSE
MIB2,0.573865923477768,5.39420317244139,7.78840791633237,0.0200568211360674,0.0876809267242477,CD4_NC,Full,,Full,TRUE
CDK11B,0.389740284382773,5.93428324320991,2.1664476937477,0.173481302047934,0.330084754529157,CD4_NC,Full,,Full,FALSE
SLC35E2B,-1.01836510328713,5.09330313440933,31.0149667429962,0.00028945981041267,0.0122545328629145,CD4_NC,Full,,Full,TRUE
CDK11A,0.254732991088281,1.75480428063446,0.660260035127166,0.436520296037899,0.604476335115345,CD4_NC,Full,,Full,FALSE
AL031282.2,0.36652358050408,0.997064486353715,0.815907076335392,0.388743567610795,0.562780592780427,CD4_NC,Full,,Full,FALSE
SLC35E2,-0.359650793082779,3.87786155382078,1.77453796933902,0.21399862524227,0.379360270367599,CD4_NC,Full,,Full,FALSE
NADK,-0.531729258722034,4.28337290226136,6.26141427649165,0.0325352912264152,0.117041819292292,CD4_NC,Full,,Full,TRUE
GNB1,-0.618539039407534,6.69202512160303,4.01673713715518,0.0744634681094392,0.193176890368512,CD4_NC,Full,,Full,FALSE
PRKCZ,-0.1252142823683,3.72066867004018,0.44907270015194,0.518786561607885,0.673359324103304,CD4_NC,Full,,Full,FALSE
FAAP20,0.551352621311582,6.32718280212735,13.4686401998704,0.00472805779448029,0.0404917104782309,CD4_NC,Full,,Full,TRUE
SKI,-0.26692147693069,4.31240546814539,2.39870311525018,0.154176770841642,0.306076260655767,CD4_NC,Full,,Full,FALSE
MORN1,-0.22256540131212,0.85717928355782,0.131266552586126,0.724891089872705,0.828099104654006,CD4_NC,Full,,Full,FALSE
RER1,0.18220713999024,6.35433726842728,2.49937147572945,0.146669685321513,0.296911521286972,CD4_NC,Full,,Full,FALSE
PEX10,-0.0368147275551199,2.24778969631899,0.0215621350784358,0.886349777514025,0.936926295943122,CD4_NC,Full,,Full,FALSE
PLCH2,-0.427123698723285,3.22218032554802,1.60067002985885,0.236092971699563,0.405334750484498,CD4_NC,Full,,Full,FALSE
PANK4,-0.487032871382394,3.60114179705337,7.72298840376431,0.020470801339131,0.0886155084366664,CD4_NC,Full,,Full,FALSE
AL139246.5,0.503672485693113,4.53881277272837,4.83823501780792,0.0539325565621141,0.159836715835268,CD4_NC,Full,,Full,FALSE
TNFRSF14-AS1,-0.0303630480943035,2.29398506867631,0.0100346079165731,0.922304337401299,0.958413637006745,CD4_NC,Full,,Full,FALSE
TNFRSF14,0.193320227804149,6.62662048171636,2.04871035054565,0.184491074467943,0.343581992162146,CD4_NC,Full,,Full,FALSE
AL139246.3,0.635875107788563,2.06355508094897,2.06954232567824,0.182603429434422,0.341635209049806,CD4_NC,Full,,Full,FALSE
FAM213B,-0.644870350688834,3.32703644422826,9.02933244489054,0.0140544162760277,0.0710822639036564,CD4_NC,Full,,Full,TRUE
MEGF6,-0.957118199740911,4.37286018991132,29.2141447516522,0.000361400272389588,0.0135888321538103,CD4_NC,Full,,Full,TRUE
AL513320.1,-1.27796976375903,1.64675641010667,5.47536954139669,0.0422737722527994,0.137999880976123,CD4_NC,Full,,Full,TRUE
TPRG1L,0.123978846651199,5.32632331337819,0.295222774651919,0.599446086969897,0.736999013505029,CD4_NC,Full,,Full,FALSE
WRAP73,-0.151648050755494,4.46316543496,1.05457485198719,0.329970255350473,0.505375706885426,CD4_NC,Full,,Full,FALSE
TP73-AS1,-0.527228495155911,3.63323800089058,9.83292140119209,0.0113028440546571,0.0628620034689976,CD4_NC,Full,,Full,TRUE
SMIM1,0.59802496264241,2.08242868532945,1.72764570539025,0.219769545849479,0.385823039991498,CD4_NC,Full,,Full,FALSE
LRRC47,-0.477142456782502,4.35349230106621,6.20303984148464,0.0331781172237355,0.118517594582941,CD4_NC,Full,,Full,FALSE
CEP104,0.091110354966182,4.80211614685117,0.211712276831273,0.655810312768963,0.78041998764652,CD4_NC,Full,,Full,FALSE
DFFB,-0.193062600498807,2.82019975208521,0.801202767182514,0.392965754000303,0.567037719548907,CD4_NC,Full,,Full,FALSE
C1orf174,-0.0341044083522179,4.79732751237883,0.032693225663927,0.860324990316157,0.919183587962311,CD4_NC,Full,,Full,FALSE
NPHP4,-0.771353380655932,1.59306043132407,4.79548585517636,0.054707787230087,0.161078660191169,CD4_NC,Full,,Full,FALSE
KCNAB2,-0.710255802213814,5.80256584305924,28.6898878799146,0.00038574354196305,0.0138861305298662,CD4_NC,Full,,Full,TRUE
RPL22,0.89677990077263,9.92460937571949,10.808367223599,0.00879072391201115,0.0550564210902277,CD4_NC,Full,,Full,TRUE
RNF207,-0.211818022274213,1.21122728189314,0.333747460882961,0.576872488981196,0.719041734983073,CD4_NC,Full,,Full,FALSE
ICMT,-0.411536239093864,3.80332375844848,1.93529359474782,0.196007404460475,0.358010343783959,CD4_NC,Full,,Full,FALSE
ACOT7,-0.0527805795116932,2.6341287706691,0.0220955035649846,0.884959072941303,0.936396392591325,CD4_NC,Full,,Full,FALSE
AL031848.2,0.697135319005266,0.720421630482809,2.14244916700705,0.175545512117946,0.332773821827013,CD4_NC,Full,,Full,FALSE
TNFRSF25,0.156084247401467,6.75692976797062,0.843557685558445,0.381174161112467,0.555502778145402,CD4_NC,Full,,Full,FALSE
PLEKHG5,-0.444952602442166,2.28636600807586,0.914473024438201,0.362817490750912,0.537504242278027,CD4_NC,Full,,Full,FALSE
NOL9,-0.804839294598793,5.48600657763005,13.8197866481039,0.00438274787553949,0.039326446491169,CD4_NC,Full,,Full,TRUE
ZBTB48,-0.151402808393738,3.64582702028837,0.6554499980473,0.438047437364477,0.605586916420418,CD4_NC,Full,,Full,FALSE
KLHL21,-0.459515839055398,3.37780452584851,3.16738594439901,0.107197345569802,0.244464127062974,CD4_NC,Full,,Full,FALSE
PHF13,-0.236647148483855,3.0714208363326,0.822727248623596,0.386915662741131,0.561124147584876,CD4_NC,Full,,Full,FALSE
THAP3,-0.137639461795523,3.77384060296866,0.518044689180653,0.489063653698938,0.647738403656571,CD4_NC,Full,,Full,FALSE
DNAJC11,-0.00811723671564108,4.1299061644584,0.0015115484367462,0.969794540021051,0.98365319674261,CD4_NC,Full,,Full,FALSE
CAMTA1,0.877532986605963,5.80296253635817,31.3812904387535,0.000276934550085066,0.0121913538938983,CD4_NC,Full,,Full,TRUE
VAMP3,0.326665771929451,4.65147665164932,2.13007470750257,0.176791279261814,0.334118327927264,CD4_NC,Full,,Full,FALSE
PER3,-0.314217058188834,2.77050168391687,1.34940049943976,0.273899693146024,0.447491106065805,CD4_NC,Full,,Full,FALSE
UTS2,1.12713936301299,4.14871040988906,1.12173069481813,0.322518998722508,0.497886733853882,CD4_NC,Full,,Full,FALSE
PARK7,0.572774517988398,7.36549540190044,17.6726051570647,0.00204813493001065,0.0272164253986353,CD4_NC,Full,,Full,TRUE
RERE,-0.656616744675698,5.79578960754667,19.7988355078237,0.00141208947547037,0.0226113288125382,CD4_NC,Full,,Full,TRUE
AL096855.1,0.870107476043677,0.534913898471371,3.0268145034617,0.11399651520238,0.254323145517723,CD4_NC,Full,,Full,FALSE
ENO1,0.352032947640729,8.10569344466978,7.41180068350132,0.022486807111911,0.0936183143030294,CD4_NC,Full,,Full,FALSE
ENO1-AS1,-0.0169983605008084,0.620203158808614,0.000835208416292158,0.977524968601885,0.988026960958026,CD4_NC,Full,,Full,FALSE
CA6,1.53839670011519,1.91693301232831,9.10625205661656,0.013788541537087,0.0703287984576332,CD4_NC,Full,,Full,TRUE
GPR157,-0.460490863753112,1.98391972745124,1.47390509343512,0.254276014411089,0.425668897054419,CD4_NC,Full,,Full,FALSE
H6PD,-0.56367657435453,4.06514455272608,9.23228282038375,0.0132738742511169,0.0688502462112521,CD4_NC,Full,,Full,TRUE
SPSB1,-0.849756533997385,2.06434521332651,9.18260414113113,0.0135098692583006,0.0695152380896108,CD4_NC,Full,,Full,TRUE
SLC25A33,0.42037284370952,3.08854418533127,1.59524553275621,0.236812111268519,0.405972008767308,CD4_NC,Full,,Full,FALSE
TMEM201,-0.750141341218472,1.80343326990398,4.40734739570982,0.0637140992948551,0.176179455130488,CD4_NC,Full,,Full,FALSE
PIK3CD,-0.399891221989628,6.37194945429256,8.49611944884434,0.0163010855056151,0.0775114468490557,CD4_NC,Full,,Full,FALSE
PIK3CD-AS2,1.43520144004002,0.533308105408924,5.95047056473209,0.0362019377965303,0.125511883566568,CD4_NC,Full,,Full,TRUE
CLSTN1,-0.854315444794616,5.69323810164558,16.2495296285349,0.00267437030485833,0.0307443079450229,CD4_NC,Full,,Full,TRUE
CTNNBIP1,-0.443517862835085,3.36806439602659,1.81827270298031,0.208914941216804,0.373351822627363,CD4_NC,Full,,Full,FALSE
LZIC,0.150245274542901,5.27680417805096,0.728225943119212,0.414518672908706,0.585142895366323,CD4_NC,Full,,Full,FALSE
NMNAT1,0.684840974358296,2.51591484335157,7.1965365589161,0.0240821396086064,0.0975484936887249,CD4_NC,Full,,Full,TRUE
RBP7,2.39088582397599,2.88480347576578,25.8949157431389,0.000560214390905152,0.0154535995954054,CD4_NC,Full,,Full,TRUE
UBE4B,-0.174226099372897,4.31914010706503,1.07785397326973,0.32495998372913,0.500249108618719,CD4_NC,Full,,Full,FALSE
KIF1B,-0.427751368896881,3.44634158984516,1.19602982996685,0.301177048671308,0.475752792312242,CD4_NC,Full,,Full,FALSE
PGD,0.543828714211483,5.03934708974865,3.69164365902737,0.0852506303435501,0.210815514535215,CD4_NC,Full,,Full,FALSE
DFFA,0.278130369934723,4.90099398131785,2.43706776478814,0.151255897762315,0.302898091376676,CD4_NC,Full,,Full,FALSE
PEX14,0.0838115792491027,3.4631650433108,0.0555006906259747,0.818772538864238,0.892706617278402,CD4_NC,Full,,Full,FALSE
CASZ1,-0.171010306450429,1.83359776122844,0.271861718389638,0.61411772756459,0.749421749256353,CD4_NC,Full,,Full,FALSE
TARDBP,-0.174123050009164,4.98848954853874,1.07359651921431,0.325864791982957,0.501153473148226,CD4_NC,Full,,Full,FALSE
SRM,-0.564740997858628,5.91221886034192,2.14391151450089,0.176356555245886,0.333557537434442,CD4_NC,Full,,Full,FALSE
EXOSC10,-0.0317998914581059,5.40510344062721,0.0324584458603372,0.860821186675559,0.919480459288047,CD4_NC,Full,,Full,FALSE
MTOR,-0.659650371622009,4.45502918161704,15.7653800844531,0.00294012083273477,0.0321367774636289,CD4_NC,Full,,Full,TRUE
UBIAD1,0.332492492441854,5.4212879313384,1.24153136392636,0.292650738665406,0.467072944959416,CD4_NC,Full,,Full,FALSE
FBXO2,0.145078288306826,2.45011092183028,0.286530895343381,0.604830635199617,0.741583872063009,CD4_NC,Full,,Full,FALSE
FBXO44,-0.00472126644486673,4.69784191817311,0.00106120999022418,0.974688802084749,0.986302603019041,CD4_NC,Full,,Full,FALSE
FBXO6,0.657522927725259,3.33607639705877,8.69158603125151,0.0154285895718396,0.0748345838477801,CD4_NC,Full,,Full,TRUE
MAD2L2,0.282746060553202,4.65635433304945,2.11327150230687,0.178346970566166,0.336247261658789,CD4_NC,Full,,Full,FALSE
AGTRAP,1.15579278028706,5.48342857292767,51.7698384640031,3.91821332222578e-05,0.00614091010872254,CD4_NC,Full,,Full,TRUE
MTHFR,-0.545712433925166,3.85155758633872,5.97105896564948,0.0359050004903349,0.124965227601898,CD4_NC,Full,,Full,TRUE
CLCN6,0.291248559649853,1.97042613861836,0.525114017583779,0.486268018463761,0.645462297254796,CD4_NC,Full,,Full,FALSE
NPPA-AS1,-1.59906699027701,2.02663183617827,6.65271482961303,0.0283953652188529,0.108886277796032,CD4_NC,Full,,Full,TRUE
RNU5E-1,3.7363277926842,0.639614747140139,16.6509269484803,0.00237119249161384,0.0289432429726855,CD4_NC,Full,,Full,TRUE
KIAA2013,-0.835029375283932,4.56762464388423,5.3820971921389,0.0441416532495691,0.141401026154933,CD4_NC,Full,,Full,TRUE
PLOD1,0.246120362155729,1.5527483862489,0.576388611586582,0.46629717006397,0.628729823541963,CD4_NC,Full,,Full,FALSE
MFN2,-0.841884603620716,4.40726923494552,28.0582154626629,0.000418804762749004,0.014188794841761,CD4_NC,Full,,Full,TRUE
MIIP,0.325341918276847,4.7664834405688,4.72498835008898,0.0563001576910744,0.163745249844293,CD4_NC,Full,,Full,FALSE
TNFRSF1B,-0.443424406890109,6.41863800218545,14.9619380923147,0.00345150704860067,0.0346908035417827,CD4_NC,Full,,Full,FALSE
VPS13D,-0.430662983068097,5.65813835504807,4.9548833956822,0.0516185848732394,0.155384608360378,CD4_NC,Full,,Full,FALSE
DHRS3,0.209757328820642,4.58621266349991,0.790936930762082,0.395844810989618,0.569752798906916,CD4_NC,Full,,Full,FALSE
PRDM2,-0.600159052309491,6.30076002299922,8.61306312933398,0.015766574447559,0.0757395063005555,CD4_NC,Full,,Full,TRUE
EFHD2,0.126424773798552,6.33681425192607,0.747001441418043,0.408781436142995,0.58074268123587,CD4_NC,Full,,Full,FALSE
CASP9,-0.225728381160323,2.62762763141604,0.910595347819529,0.363751713366153,0.538544342009611,CD4_NC,Full,,Full,FALSE
DNAJC16,-0.816345325287947,3.48206112725564,11.7264421183454,0.00704455581587852,0.0489823435210838,CD4_NC,Full,,Full,TRUE
AL121992.3,-1.59630818924694,1.22302826261393,17.7299257516247,0.00167892414097819,0.0244654297544619,CD4_NC,Full,,Full,TRUE
AGMAT,-0.0970630920305964,4.25585027010598,0.192668825266779,0.670549693885308,0.790715403448477,CD4_NC,Full,,Full,FALSE
DDI2,-0.394950291836358,4.32907099901784,5.7670679161757,0.0385179372707529,0.130614032422966,CD4_NC,Full,,Full,FALSE
PLEKHM2,0.351505996935042,4.1499015667628,1.30851497815594,0.280754444538898,0.455143094311078,CD4_NC,Full,,Full,FALSE
UQCRHL,1.8333235379904,2.47119908470712,44.8459418288065,7.03004425496887e-05,0.00751757811638541,CD4_NC,Full,,Full,TRUE
AL450998.1,0.790888396171283,1.44087580987636,3.57674506736991,0.089705582207714,0.216589922714283,CD4_NC,Full,,Full,FALSE
AL450998.2,1.2220326906957,4.27672269918388,24.1559703302117,0.00071510176148847,0.0173076545108148,CD4_NC,Full,,Full,TRUE
SPEN,-0.688321456565447,6.27733614498662,14.9199764392936,0.00348123283893027,0.0348747213295392,CD4_NC,Full,,Full,TRUE
ZBTB17,-0.159021153635324,4.1186763144477,0.763768848192704,0.403771283170878,0.576731045953113,CD4_NC,Full,,Full,FALSE
ARHGEF19,-0.135611876513906,2.83528914189257,0.284754686760373,0.605923821864693,0.742290464989676,CD4_NC,Full,,Full,FALSE
RSG1,-0.487277053921666,0.692476274916936,1.42788674907579,0.259625094306159,0.431641511731077,CD4_NC,Full,,Full,FALSE
FBXO42,-0.567511987200066,3.85983168540954,8.83284775342865,0.014827908552172,0.0732352606130341,CD4_NC,Full,,Full,TRUE
SZRD1,0.112006317619167,5.67294169182,0.422030157639923,0.531363261458101,0.681962966808376,CD4_NC,Full,,Full,FALSE
NECAP2,0.100662353062671,6.97185549077612,0.65447305548582,0.438365975216239,0.605743818318054,CD4_NC,Full,,Full,FALSE
LINC01772,0.193585830513698,1.07875046782761,0.156589034656633,0.701066395021805,0.811402788082217,CD4_NC,Full,,Full,FALSE
CROCCP3,-0.476738474004298,2.38303282456084,3.06926064313684,0.112179869717789,0.2517819282314,CD4_NC,Full,,Full,FALSE
NBPF1,0.139504046185256,3.19738231823126,0.145404608725278,0.711387858289953,0.818141150809748,CD4_NC,Full,,Full,FALSE
CROCCP2,0.141561146413585,4.42326554525346,0.371493288713942,0.556530310808715,0.701576925439763,CD4_NC,Full,,Full,FALSE
MST1P2,0.346628168312722,0.789632573147222,0.436249415884673,0.524549222254227,0.677000191435275,CD4_NC,Full,,Full,FALSE
CROCC,-0.166726732416728,3.99792552172135,0.282067220471657,0.607581330114116,0.743502361274124,CD4_NC,Full,,Full,FALSE
BX284668.5,0.929837463564216,5.14602632015471,7.85725321142586,0.0196481270437532,0.0865229825969947,CD4_NC,Full,,Full,TRUE
BX284668.6,1.86138372857796,0.71250969987766,6.11699599119788,0.0343433547733167,0.121167914600157,CD4_NC,Full,,Full,TRUE
ATP13A2,-0.700408767730196,4.37665379581378,10.840989048536,0.00872328643018677,0.0549128055600298,CD4_NC,Full,,Full,TRUE
SDHB,0.354189973683658,5.89814931062587,5.76359464289596,0.0385585697861608,0.13064393062289,CD4_NC,Full,,Full,FALSE
PADI4,0.476581536363396,2.82463959031345,1.64356104344642,0.230370337588107,0.398643863181502,CD4_NC,Full,,Full,FALSE
RCC2,-0.945560497546796,4.38205721195205,19.5457518601601,0.00147498618267365,0.0231639731004359,CD4_NC,Full,,Full,TRUE
IFFO2,-0.619479189762418,3.98171079456376,2.09716986738438,0.179867519253983,0.338271936511626,CD4_NC,Full,,Full,FALSE
UBR4,-0.982979149049067,5.88488783962776,35.4551385712566,0.000174689861430676,0.0101353711369673,CD4_NC,Full,,Full,TRUE
AL035413.1,0.507557794784404,1.57476720391571,3.29970324859262,0.101188235768019,0.235521770577221,CD4_NC,Full,,Full,FALSE
EMC1,-0.362556823840225,3.52561508729903,3.24869042390319,0.103355521124239,0.238893826177027,CD4_NC,Full,,Full,FALSE
MRTO4,0.325535874124358,4.62776836575871,2.90979443672932,0.120554145759042,0.26391978470278,CD4_NC,Full,,Full,FALSE
AKR7A2,0.124601568328674,5.17740918439853,0.570914372153057,0.468269906586081,0.630044941406661,CD4_NC,Full,,Full,FALSE
PQLC2,0.0912719292522993,1.78076515312143,0.0801316648735642,0.783241012747763,0.867718954319119,CD4_NC,Full,,Full,FALSE
CAPZB,-0.0512424436147652,8.88846679411577,0.0874359984325797,0.773842674811523,0.861082292898431,CD4_NC,Full,,Full,FALSE
MINOS1,-0.123637332035957,6.12572760949261,0.105735207931835,0.752304837440502,0.846887580524218,CD4_NC,Full,,Full,FALSE
NBL1,-0.491473818846338,1.74295322062326,1.92022058084758,0.197684175398909,0.359980091091067,CD4_NC,Full,,Full,FALSE
AL031727.1,0.468042669024198,3.0072562838003,4.32164784256491,0.0658915362160809,0.179761103121133,CD4_NC,Full,,Full,FALSE
TMCO4,-0.222655918134106,3.61677405758378,1.17915930323399,0.304406810453054,0.479177129736343,CD4_NC,Full,,Full,FALSE
OTUD3,0.198616688178844,3.36225272243347,0.484344994186927,0.503190716030518,0.660362678542595,CD4_NC,Full,,Full,FALSE
CAMK2N1,-0.164165560315367,2.33551676609115,0.113883630699804,0.743156095876507,0.840633370516948,CD4_NC,Full,,Full,FALSE
MUL1,-0.464161315292079,3.51732412552394,5.69691009972304,0.0394918117242315,0.132169417039455,CD4_NC,Full,,Full,FALSE
CDA,2.25330092723267,3.68099595858048,23.5522527734516,0.000781678184422682,0.0180543367129729,CD4_NC,Full,,Full,TRUE
PINK1,-0.725841932656808,3.61364992256674,2.94064967772435,0.118872632753724,0.261416334588434,CD4_NC,Full,,Full,FALSE
PINK1-AS,-0.296369109030966,1.17415705824022,0.327593784360127,0.580299120797626,0.721732921541364,CD4_NC,Full,,Full,FALSE
DDOST,-0.201331451436799,6.42699035770656,2.62486508094205,0.137969384795915,0.286694935445985,CD4_NC,Full,,Full,FALSE
HP1BP3,-0.159874660828205,7.99128301689711,1.05254345590263,0.330408074216925,0.505964548397011,CD4_NC,Full,,Full,FALSE
EIF4G3,0.284920027023953,4.98765900600952,3.06077191592425,0.112460212569712,0.252106403973279,CD4_NC,Full,,Full,FALSE
ECE1,-0.60067680110022,6.09955579328743,22.5467296592903,0.000908800989142548,0.019427735527626,CD4_NC,Full,,Full,TRUE
NBPF3,-0.272498182495632,2.77528219419095,0.669199963681573,0.433482768853227,0.602164486669731,CD4_NC,Full,,Full,FALSE
USP48,0.0471920343672623,5.87574518017562,0.105853679126023,0.75198737578951,0.846745108252894,CD4_NC,Full,,Full,FALSE
HSPG2,-1.09644962282812,1.19580657100689,2.3409044792441,0.157371487331756,0.309510041833091,CD4_NC,Full,,Full,FALSE
LINC00339,0.376268304239282,3.64955149968623,3.64218654314646,0.0870709222256003,0.213081524941812,CD4_NC,Full,,Full,FALSE
CDC42,0.462075186069468,8.92996528324532,9.72684793924981,0.0116123072047923,0.0638424235097238,CD4_NC,Full,,Full,FALSE
ZBTB40,-0.636363264522775,5.78507079582945,6.04456496744951,0.0350012009655669,0.122754960624997,CD4_NC,Full,,Full,TRUE
C1QB,1.81643719220106,0.287456098524181,7.83660412827935,0.0197596498008717,0.0868570199705473,CD4_NC,Full,,Full,TRUE
KDM1A,-0.450021078077481,5.02535181615318,5.44111049376665,0.0432126298170542,0.139880783533728,CD4_NC,Full,,Full,FALSE
LUZP1,-0.00272015248218127,4.26091554688573,0.000168867100172989,0.98990154506006,0.994387860403022,CD4_NC,Full,,Full,FALSE
HNRNPR,0.0226431908773701,7.32728722390675,0.0350150463000683,0.855511211023777,0.916054635144877,CD4_NC,Full,,Full,FALSE
ZNF436,-1.69775574765638,2.47000533013979,25.8235699480862,0.000567276357385424,0.0155129209939555,CD4_NC,Full,,Full,TRUE
TCEA3,0.0464796456503598,5.20023676799979,0.0591240754857011,0.813070489915418,0.888379656983155,CD4_NC,Full,,Full,FALSE
E2F2,-0.962401925223009,2.2766729865474,9.55745191046215,0.0122186638517715,0.0655501482391852,CD4_NC,Full,,Full,TRUE
ID3,-1.4144688009725,5.93717475351812,91.4390776447611,3.57950576697711e-06,0.00421115763942047,CD4_NC,Full,,Full,TRUE
MDS2,0.888995779162884,5.40810599429888,6.42513413788458,0.0308903668374169,0.114104915775756,CD4_NC,Full,,Full,TRUE
RPL11,0.510069063012068,12.306472566498,5.09566805845877,0.0489886728677714,0.150736213592651,CD4_NC,Full,,Full,TRUE
ELOA,-0.222005517946987,5.13370438730863,1.30977417432092,0.280533522795916,0.455107164384612,CD4_NC,Full,,Full,FALSE
ELOA-AS1,1.01885335780884,2.68521123630044,8.80685579632402,0.0149481267659746,0.0735128974547773,CD4_NC,Full,,Full,TRUE
PITHD1,-0.0128276996371884,5.0647135172883,0.00845653420235659,0.928646110085478,0.961206127427963,CD4_NC,Full,,Full,FALSE
LYPLA2,0.0180076434228591,5.04177904958046,0.0195256823969862,0.891796489387509,0.940716109787241,CD4_NC,Full,,Full,FALSE
GALE,0.60217002784543,2.59346320419498,7.51722102157405,0.0218099644146124,0.0920330963307323,CD4_NC,Full,,Full,TRUE
HMGCL,0.109747540077132,4.13163339788188,0.284214426251486,0.606236160099624,0.742529098080335,CD4_NC,Full,,Full,FALSE
FUCA1,-0.259671271120383,3.11641190877554,0.998361234164939,0.342587912272248,0.51835397408953,CD4_NC,Full,,Full,FALSE
